Class,ChemicalSpecies,MolecularSpecies,LipidCategory,Mass,ChemicalFormula,AdductIon,ScanPolarity,IsobaricClass,PrecursorERRppm,Intensity:Kon A-s.mzXML,Intensity:Sample 1-s.mzXML,Intensity:Sample 2-s.mzXML,Intensity:Sample 3-s.mzXML,Intensity:Sample 4-s.mzXML,Intensity:Sample 5-s.mzXML,Intensity:Sample 6-s.mzXML,Intensity:Sample 7-s.mzXML,Intensity:Sample 8-s.mzXML,Intensity:Sample 9-s.mzXML,Intensity:Sample 10-s.mzXML,Intensity:Sample 11-s.mzXML,Intensity:Sample 12-s.mzXML,Intensity:Sample 13-s.mzXML,Intensity:Sample 14-s.mzXML,Intensity:Sample 15-s.mzXML,Intensity:Sample 16-s.mzXML,Intensity:Sample 17-s.mzXML,Intensity:Sample 18-s.mzXML,FattyAcidComposition,FattyAcidIntensity:Kon A-s.mzXML,FattyAcidIntensity:Sample 1-s.mzXML,FattyAcidIntensity:Sample 2-s.mzXML,FattyAcidIntensity:Sample 3-s.mzXML,FattyAcidIntensity:Sample 4-s.mzXML,FattyAcidIntensity:Sample 5-s.mzXML,FattyAcidIntensity:Sample 6-s.mzXML,FattyAcidIntensity:Sample 7-s.mzXML,FattyAcidIntensity:Sample 8-s.mzXML,FattyAcidIntensity:Sample 9-s.mzXML,FattyAcidIntensity:Sample 10-s.mzXML,FattyAcidIntensity:Sample 11-s.mzXML,FattyAcidIntensity:Sample 12-s.mzXML,FattyAcidIntensity:Sample 13-s.mzXML,FattyAcidIntensity:Sample 14-s.mzXML,FattyAcidIntensity:Sample 15-s.mzXML,FattyAcidIntensity:Sample 16-s.mzXML,FattyAcidIntensity:Sample 17-s.mzXML,FattyAcidIntensity:Sample 18-s.mzXML,FragmentAIdentifier,FragmentAERRppm,FragmentAIntensity:Kon A-s.mzXML,FragmentAIntensity:Sample 1-s.mzXML,FragmentAIntensity:Sample 2-s.mzXML,FragmentAIntensity:Sample 3-s.mzXML,FragmentAIntensity:Sample 4-s.mzXML,FragmentAIntensity:Sample 5-s.mzXML,FragmentAIntensity:Sample 6-s.mzXML,FragmentAIntensity:Sample 7-s.mzXML,FragmentAIntensity:Sample 8-s.mzXML,FragmentAIntensity:Sample 9-s.mzXML,FragmentAIntensity:Sample 10-s.mzXML,FragmentAIntensity:Sample 11-s.mzXML,FragmentAIntensity:Sample 12-s.mzXML,FragmentAIntensity:Sample 13-s.mzXML,FragmentAIntensity:Sample 14-s.mzXML,FragmentAIntensity:Sample 15-s.mzXML,FragmentAIntensity:Sample 16-s.mzXML,FragmentAIntensity:Sample 17-s.mzXML,FragmentAIntensity:Sample 18-s.mzXML,FragmentBIdentifier,FragmentBERRppm,FragmentBIntensity:Kon A-s.mzXML,FragmentBIntensity:Sample 1-s.mzXML,FragmentBIntensity:Sample 2-s.mzXML,FragmentBIntensity:Sample 3-s.mzXML,FragmentBIntensity:Sample 4-s.mzXML,FragmentBIntensity:Sample 5-s.mzXML,FragmentBIntensity:Sample 6-s.mzXML,FragmentBIntensity:Sample 7-s.mzXML,FragmentBIntensity:Sample 8-s.mzXML,FragmentBIntensity:Sample 9-s.mzXML,FragmentBIntensity:Sample 10-s.mzXML,FragmentBIntensity:Sample 11-s.mzXML,FragmentBIntensity:Sample 12-s.mzXML,FragmentBIntensity:Sample 13-s.mzXML,FragmentBIntensity:Sample 14-s.mzXML,FragmentBIntensity:Sample 15-s.mzXML,FragmentBIntensity:Sample 16-s.mzXML,FragmentBIntensity:Sample 17-s.mzXML,FragmentBIntensity:Sample 18-s.mzXML,FragmentCIdentifier,FragmentCERRppm,FragmentCIntensity:Kon A-s.mzXML,FragmentCIntensity:Sample 1-s.mzXML,FragmentCIntensity:Sample 2-s.mzXML,FragmentCIntensity:Sample 3-s.mzXML,FragmentCIntensity:Sample 4-s.mzXML,FragmentCIntensity:Sample 5-s.mzXML,FragmentCIntensity:Sample 6-s.mzXML,FragmentCIntensity:Sample 7-s.mzXML,FragmentCIntensity:Sample 8-s.mzXML,FragmentCIntensity:Sample 9-s.mzXML,FragmentCIntensity:Sample 10-s.mzXML,FragmentCIntensity:Sample 11-s.mzXML,FragmentCIntensity:Sample 12-s.mzXML,FragmentCIntensity:Sample 13-s.mzXML,FragmentCIntensity:Sample 14-s.mzXML,FragmentCIntensity:Sample 15-s.mzXML,FragmentCIntensity:Sample 16-s.mzXML,FragmentCIntensity:Sample 17-s.mzXML,FragmentCIntensity:Sample 18-s.mzXML
TG,TG 48:2,TG 15:0_16:1_17:1,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 15:0_16:1_17:1,48786.6,104805.4,105342.6,94759.5,78505.2,169982.8,122502.5,73356.7,127371,134901.4,154621,242278.6,160271.7,138356,96919.9,98588.5,154884.5,137956.4,64089.1, 15:0,-1.34,0,5688.4,0,0,0,8620.7,0,0,7948.9,0,0,0,0,6554.8,0,0,0,0,0, 16:1,0.08,48786.6,90225.9,105342.6,94759.5,78505.2,153465.5,122502.5,73356.7,110367.2,126474.4,147919.1,234600.7,153490.1,122188.3,96919.9,92537.4,145464.5,129883.8,64089.1, 17:1,-0.73,0,8891.1,0,0,0,7896.7,0,0,9055,8427,6701.9,7678,6781.6,9612.9,0,6051.1,9420,8072.6,0
TG,TG 48:2,TG 15:0_15:0_18:2,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 15:0_15:0_18:2,0,12251.2,7783,8260.2,7205.4,19460.4,6830.2,7423.4,14966.9,12019.2,18107.7,24821.7,13158.8,16445.8,11224.1,9193.8,10660.8,10121.1,9120.1, 15:0,-1.34,0,5688.4,0,0,0,8620.7,0,0,7948.9,0,0,0,0,6554.8,0,0,0,0,0, 15:0,-1.34,0,5688.4,0,0,0,8620.7,0,0,7948.9,0,0,0,0,6554.8,0,0,0,0,0, 18:2,-0.57,0,6562.8,7783,8260.2,7205.4,10839.7,6830.2,7423.4,7018,12019.2,18107.7,24821.7,13158.8,9891,11224.1,9193.8,10660.8,10121.1,9120.1
TG,TG 48:2,TG 15:0_15:1_18:1,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 15:0_15:1_18:1,16294.7,34733.1,40322,44502.9,42769.6,94010.8,75144.4,25953,45989.7,51056.3,65747.1,107629.8,69123.6,57623.9,41024.5,35366.6,64213.1,57556,29498.2, 15:0,-1.34,0,5688.4,0,0,0,8620.7,0,0,7948.9,0,0,0,0,6554.8,0,0,0,0,0, 15:1,-1.63,0,0,0,0,0,9155.1,0,0,7642,8710.8,7427.9,8047.7,0,0,0,0,7138.4,6882.8,0, 18:1,0.12,16294.7,29044.6,40322,44502.9,42769.6,76235,75144.4,25953,30398.8,42345.5,58319.2,99582.1,69123.6,51069.1,41024.5,35366.6,57074.7,50673.3,29498.2
TG,TG 48:2,TG 15:1_16:0_17:1,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 15:1_16:0_17:1,11050.1,44962.6,34621.8,35371.4,32917.3,75437.8,56189.1,21847.7,57882.8,68068.2,67919.3,106706.6,64361.8,56701.5,44784.1,39148.3,69094.3,58731.4,28329.3, 15:1,-1.63,0,0,0,0,0,9155.1,0,0,7642,8710.8,7427.9,8047.7,0,0,0,0,7138.4,6882.8,0, 16:0,-0.11,11050.1,36071.5,34621.8,35371.4,32917.3,58386.1,56189.1,21847.7,41185.8,50930.4,53789.5,90980.9,57580.1,47088.5,44784.1,33097.2,52536,43776,28329.3, 17:1,-0.73,0,8891.1,0,0,0,7896.7,0,0,9055,8427,6701.9,7678,6781.6,9612.9,0,6051.1,9420,8072.6,0
TG,TG 48:2,TG 14:0_17:1_17:1,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 14:0_17:1_17:1,9076.4,39356,21795.8,22002.4,21903.4,60411.4,45389.2,13937.6,38710.3,49119.3,47265.4,78685.5,57126.9,50501.8,22953.9,35561.7,52303.4,44737.2,18019.3, 14:0,-0.38,9076.4,21573.8,21795.8,22002.4,21903.4,44618.1,45389.2,13937.6,20600.3,32265.3,33861.7,63329.5,43563.6,31275.9,22953.9,23459.4,33463.5,28592,18019.3, 17:1,-0.73,0,8891.1,0,0,0,7896.7,0,0,9055,8427,6701.9,7678,6781.6,9612.9,0,6051.1,9420,8072.6,0, 17:1,-0.73,0,8891.1,0,0,0,7896.7,0,0,9055,8427,6701.9,7678,6781.6,9612.9,0,6051.1,9420,8072.6,0
TG,TG 48:2,TG 14:0_16:0_18:2,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 14:0_16:0_18:2,20126.5,64208.1,64200.6,65634.1,62026.1,113843.9,108408.5,43208.8,68804.1,95214.9,105758.8,179132.1,114302.6,88255.4,78962.1,65750.5,96660.3,82489.1,55468.7, 14:0,-0.38,9076.4,21573.8,21795.8,22002.4,21903.4,44618.1,45389.2,13937.6,20600.3,32265.3,33861.7,63329.5,43563.6,31275.9,22953.9,23459.4,33463.5,28592,18019.3, 16:0,-0.11,11050.1,36071.5,34621.8,35371.4,32917.3,58386.1,56189.1,21847.7,41185.8,50930.4,53789.5,90980.9,57580.1,47088.5,44784.1,33097.2,52536,43776,28329.3, 18:2,-0.57,0,6562.8,7783,8260.2,7205.4,10839.7,6830.2,7423.4,7018,12019.2,18107.7,24821.7,13158.8,9891,11224.1,9193.8,10660.8,10121.1,9120.1
TG,TG 48:2,TG 14:0_16:1_18:1,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 14:0_16:1_18:1,74157.7,140844.2,167460.5,161264.8,143178.2,274318.6,243036.1,113247.3,161366.2,201085.2,240100,397512.3,266177.3,204533.3,160898.2,151363.4,236002.7,209149.1,111606.6, 14:0,-0.38,9076.4,21573.8,21795.8,22002.4,21903.4,44618.1,45389.2,13937.6,20600.3,32265.3,33861.7,63329.5,43563.6,31275.9,22953.9,23459.4,33463.5,28592,18019.3, 16:1,0.08,48786.6,90225.9,105342.6,94759.5,78505.2,153465.5,122502.5,73356.7,110367.2,126474.4,147919.1,234600.7,153490.1,122188.3,96919.9,92537.4,145464.5,129883.8,64089.1, 18:1,0.12,16294.7,29044.6,40322,44502.9,42769.6,76235,75144.4,25953,30398.8,42345.5,58319.2,99582.1,69123.6,51069.1,41024.5,35366.6,57074.7,50673.3,29498.2
TG,TG 48:2,TG 14:1_16:0_18:1,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 14:1_16:0_18:1,27344.8,73005,87997.5,89380.8,83210.4,148372,144644.4,47800.7,82669.7,102577.7,126180.8,209730.9,140767.5,111712.9,85808.6,75215.3,119181.5,105487.6,65870.2, 14:1,-0.92,0,7888.8,13053.6,9506.5,7523.5,13750.9,13310.9,0,11085.2,9301.8,14072.1,19167.9,14063.8,13555.2,0,6751.5,9570.8,11038.3,8042.7, 16:0,-0.11,11050.1,36071.5,34621.8,35371.4,32917.3,58386.1,56189.1,21847.7,41185.8,50930.4,53789.5,90980.9,57580.1,47088.5,44784.1,33097.2,52536,43776,28329.3, 18:1,0.12,16294.7,29044.6,40322,44502.9,42769.6,76235,75144.4,25953,30398.8,42345.5,58319.2,99582.1,69123.6,51069.1,41024.5,35366.6,57074.7,50673.3,29498.2
TG,TG 48:2,TG 12:0_18:1_18:1,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 12:0_18:1_18:1,32589.4,58089.2,80644,89005.8,85539.2,152470.1,150288.8,51906,60797.5,90135.1,125775,208932.4,146241.1,102138.3,82048.9,70733.2,114149.4,101346.5,58996.4, 12:0,-1.21,0,0,0,0,0,0,0,0,0,5444.1,9136.6,9768.3,7993.9,0,0,0,0,0,0, 18:1,0.12,16294.7,29044.6,40322,44502.9,42769.6,76235,75144.4,25953,30398.8,42345.5,58319.2,99582.1,69123.6,51069.1,41024.5,35366.6,57074.7,50673.3,29498.2, 18:1,0.12,16294.7,29044.6,40322,44502.9,42769.6,76235,75144.4,25953,30398.8,42345.5,58319.2,99582.1,69123.6,51069.1,41024.5,35366.6,57074.7,50673.3,29498.2
TG,TG 48:1,TG 16:0_16:0_16:1,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 16:0_16:0_16:1,67552.1,161493.1,268752,263373.1,231079.8,444379.6,380749.9,154687,207900.7,257522.5,344954.6,554140,295234.8,383242.9,371291.8,307630,403980.1,254566.1,195663.3, 16:0,0.09,46528.4,125881.2,208197.2,203039,196302.8,360912.5,316781.5,117242.2,149557.4,193847.4,270401.9,425100.9,231853.3,309642.2,296571.1,245248,289162.9,189167.1,139907.1, 16:0,0.09,46528.4,125881.2,208197.2,203039,196302.8,360912.5,316781.5,117242.2,149557.4,193847.4,270401.9,425100.9,231853.3,309642.2,296571.1,245248,289162.9,189167.1,139907.1, 16:1,0.67,21023.7,35611.8,60554.7,60334.1,34777,83467.1,63968.4,37444.8,58343.3,63675.1,74552.7,129039.2,63381.4,73600.7,74720.7,62382,114817.2,65399,55756.2
TG,TG 48:1,TG 15:0_16:0_17:1,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 15:0_16:0_17:1,58729.6,141851.6,228666.5,213917.6,196302.8,387878.3,328950.7,128750.6,174267.3,212914.3,289688.1,453534.1,249332.3,330521.6,308985.2,260447.5,311766.7,213409.4,146844.7, 15:0,-0.81,6071.5,10120.1,13925.3,10878.6,0,18483.9,12169.2,11508.4,17167.8,15707,12907.9,19396.4,11772.4,12722.1,12414.1,10344.3,15442.4,15184.2,6937.6, 16:0,0.09,46528.4,125881.2,208197.2,203039,196302.8,360912.5,316781.5,117242.2,149557.4,193847.4,270401.9,425100.9,231853.3,309642.2,296571.1,245248,289162.9,189167.1,139907.1, 17:1,-0.86,6129.7,5850.3,6544,0,0,8481.9,0,0,7542.1,3359.8,6378.3,9036.8,5706.6,8157.3,0,4855.2,7161.4,9058.1,0
TG,TG 48:1,TG 15:0_16:1_17:0,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 15:0_16:1_17:0,27095.2,52337.5,84497.4,79903.2,34777,114198.1,82689.7,48953.2,86231.3,89173.2,96249,160149.6,84428.2,97700.3,94603.2,80378.4,141928.9,89411.2,70567.5, 15:0,-0.81,6071.5,10120.1,13925.3,10878.6,0,18483.9,12169.2,11508.4,17167.8,15707,12907.9,19396.4,11772.4,12722.1,12414.1,10344.3,15442.4,15184.2,6937.6, 16:1,0.67,21023.7,35611.8,60554.7,60334.1,34777,83467.1,63968.4,37444.8,58343.3,63675.1,74552.7,129039.2,63381.4,73600.7,74720.7,62382,114817.2,65399,55756.2, 17:0,-0.69,0,6605.6,10017.3,8690.5,0,12247.1,6552.1,0,10720.2,9791.1,8788.4,11714,9274.3,11377.5,7468.3,7652.1,11669.3,8827.9,7873.8
TG,TG 48:1,TG 15:0_15:0_18:1,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 15:0_15:0_18:1,20415.2,55673.2,99819.2,85226.1,83694.4,162306.1,153719.4,55712.4,68444.9,97849.9,131368.1,210053.5,108393,141578.8,137951.3,114036.1,142907.3,93016.1,75767.8, 15:0,-0.81,6071.5,10120.1,13925.3,10878.6,0,18483.9,12169.2,11508.4,17167.8,15707,12907.9,19396.4,11772.4,12722.1,12414.1,10344.3,15442.4,15184.2,6937.6, 15:0,-0.81,6071.5,10120.1,13925.3,10878.6,0,18483.9,12169.2,11508.4,17167.8,15707,12907.9,19396.4,11772.4,12722.1,12414.1,10344.3,15442.4,15184.2,6937.6, 18:1,0.46,14343.7,45553.1,85893.9,74347.5,83694.4,143822.2,141550.2,44204,51277.1,82142.8,118460.2,190657.1,96620.5,128856.7,125537.2,103691.8,127464.9,77831.9,68830.2
TG,TG 48:1,TG 14:0_17:0_17:1,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 14:0_17:0_17:1,13321.9,47484.6,83112.9,66086.2,79609.1,144648.5,113365.9,33041.7,59570.6,72225.8,109404.9,167104.3,91606.1,122338.2,120546.1,89761.1,122077.4,79216,60717.6, 14:0,0.05,7192.2,35028.8,66551.6,57395.7,79609.1,123919.5,106813.8,33041.7,41308.2,59074.8,94238.2,146353.5,76625.2,102803.4,113077.8,77253.7,103246.6,61330.1,52843.9, 17:0,-0.69,0,6605.6,10017.3,8690.5,0,12247.1,6552.1,0,10720.2,9791.1,8788.4,11714,9274.3,11377.5,7468.3,7652.1,11669.3,8827.9,7873.8, 17:1,-0.86,6129.7,5850.3,6544,0,0,8481.9,0,0,7542.1,3359.8,6378.3,9036.8,5706.6,8157.3,0,4855.2,7161.4,9058.1,0
TG,TG 48:1,TG 14:0_16:0_18:1,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 14:0_16:0_18:1,68064.4,206463.1,360642.7,334782.1,359606.2,628654.2,565145.5,194487.8,242142.7,335065,483100.3,762111.4,405099.1,541302.2,535186,426193.5,519874.4,328329.1,261581.2, 14:0,0.05,7192.2,35028.8,66551.6,57395.7,79609.1,123919.5,106813.8,33041.7,41308.2,59074.8,94238.2,146353.5,76625.2,102803.4,113077.8,77253.7,103246.6,61330.1,52843.9, 16:0,0.09,46528.4,125881.2,208197.2,203039,196302.8,360912.5,316781.5,117242.2,149557.4,193847.4,270401.9,425100.9,231853.3,309642.2,296571.1,245248,289162.9,189167.1,139907.1, 18:1,0.46,14343.7,45553.1,85893.9,74347.5,83694.4,143822.2,141550.2,44204,51277.1,82142.8,118460.2,190657.1,96620.5,128856.7,125537.2,103691.8,127464.9,77831.9,68830.2
TG,TG 48:1,TG 14:0_16:1_18:0,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 14:0_16:1_18:0,28215.9,78307,137231.8,130075.5,124389.4,222076.8,185034.6,70486.5,111110.9,131511.1,181255.6,295316.3,152767.8,190035,200627.2,148706.8,235599.9,136569.7,108600, 14:0,0.05,7192.2,35028.8,66551.6,57395.7,79609.1,123919.5,106813.8,33041.7,41308.2,59074.8,94238.2,146353.5,76625.2,102803.4,113077.8,77253.7,103246.6,61330.1,52843.9, 16:1,0.67,21023.7,35611.8,60554.7,60334.1,34777,83467.1,63968.4,37444.8,58343.3,63675.1,74552.7,129039.2,63381.4,73600.7,74720.7,62382,114817.2,65399,55756.2, 18:0,-0.57,0,7666.4,10125.4,12345.7,10003.4,14690.2,14252.4,0,11459.3,8761.2,12464.6,19923.6,12761.1,13630.9,12828.6,9071,17536,9840.6,0
TG,TG 48:1,TG 14:1_17:0_17:0,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 14:1_17:0_17:0,0,13211.1,20034.6,17380.9,0,24494.2,13104.1,0,21440.4,19582.2,17576.7,23428,18548.6,22755,14936.6,15304.2,25676.6,17655.8,15747.5, 14:1,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338,0,0, 17:0,-0.69,0,6605.6,10017.3,8690.5,0,12247.1,6552.1,0,10720.2,9791.1,8788.4,11714,9274.3,11377.5,7468.3,7652.1,11669.3,8827.9,7873.8, 17:0,-0.69,0,6605.6,10017.3,8690.5,0,12247.1,6552.1,0,10720.2,9791.1,8788.4,11714,9274.3,11377.5,7468.3,7652.1,11669.3,8827.9,7873.8
TG,TG 48:1,TG 14:1_16:0_18:0,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 14:1_16:0_18:0,46528.4,133547.6,218322.6,215384.6,206306.2,375602.7,331033.9,117242.2,161016.7,202608.6,282866.5,445024.5,244614.4,323273.1,309399.7,254319,309036.9,199007.7,139907.1, 14:1,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2338,0,0, 16:0,0.09,46528.4,125881.2,208197.2,203039,196302.8,360912.5,316781.5,117242.2,149557.4,193847.4,270401.9,425100.9,231853.3,309642.2,296571.1,245248,289162.9,189167.1,139907.1, 18:0,-0.57,0,7666.4,10125.4,12345.7,10003.4,14690.2,14252.4,0,11459.3,8761.2,12464.6,19923.6,12761.1,13630.9,12828.6,9071,17536,9840.6,0
TG,TG 48:1,TG 12:0_18:0_18:1,Glycerolipid,822.7549225,H100 C51 O6 N1 ,[M+NH4]+,positive,,0.5,154767.9,342352.3,482946.9,466313.9,579769.4,902002.5,874130.1,389336.4,356999.3,510590.9,719574.6,964297.4,488624.2,729546.8,826844.8,903643.3,604589.3,551968.7,725735.5, 12:0_18:0_18:1,14343.7,53219.5,96019.3,86693.1,93697.7,158512.4,155802.6,44204,62736.4,90904,130924.9,212094.6,109381.7,142487.6,138365.8,112762.8,145000.9,87672.5,68830.2, 12:0,-1.76,0,0,0,0,0,0,0,0,0,0,0,1513.9,0,0,0,0,0,0,0, 18:0,-0.57,0,7666.4,10125.4,12345.7,10003.4,14690.2,14252.4,0,11459.3,8761.2,12464.6,19923.6,12761.1,13630.9,12828.6,9071,17536,9840.6,0, 18:1,0.46,14343.7,45553.1,85893.9,74347.5,83694.4,143822.2,141550.2,44204,51277.1,82142.8,118460.2,190657.1,96620.5,128856.7,125537.2,103691.8,127464.9,77831.9,68830.2
TG,TG 48:0,TG 16:0_16:0_16:0,Glycerolipid,824.7708261,H102 C51 O6 N1 ,[M+NH4]+,positive,,0.8,194916,492246.5,488568.4,412959,329772.6,510479.8,423558.5,348567.4,643527.6,751439.1,457537.8,517983.7,364658.6,442705.3,505606.9,496936.2,558457.3,435714.1,498564.8, 16:0_16:0_16:0,117596.7,264717.7,351644.8,311351.3,218881.5,366012.5,346228.4,194952.9,438576.9,463748.4,301370.1,476249.4,324321.2,425971.2,403307,281213.3,520257.1,302913.1,197403.7, 16:0,0.33,117596.7,264717.7,351644.8,311351.3,218881.5,366012.5,346228.4,194952.9,438576.9,463748.4,301370.1,476249.4,324321.2,425971.2,403307,281213.3,520257.1,302913.1,197403.7, 16:0,0.33,117596.7,264717.7,351644.8,311351.3,218881.5,366012.5,346228.4,194952.9,438576.9,463748.4,301370.1,476249.4,324321.2,425971.2,403307,281213.3,520257.1,302913.1,197403.7, 16:0,0.33,117596.7,264717.7,351644.8,311351.3,218881.5,366012.5,346228.4,194952.9,438576.9,463748.4,301370.1,476249.4,324321.2,425971.2,403307,281213.3,520257.1,302913.1,197403.7
TG,TG 48:0,TG 15:0_16:0_17:0,Glycerolipid,824.7708261,H102 C51 O6 N1 ,[M+NH4]+,positive,,0.8,194916,492246.5,488568.4,412959,329772.6,510479.8,423558.5,348567.4,643527.6,751439.1,457537.8,517983.7,364658.6,442705.3,505606.9,496936.2,558457.3,435714.1,498564.8, 15:0_16:0_17:0,142802.8,310807.9,390972.3,342090.1,234639.5,414836.4,373409.9,206058.9,499418.7,519631.8,325978.6,516592,358498,466334.8,446932,301717.1,572518.2,344192.9,215735.8, 15:0,-0.48,10942.3,21477.4,16925.6,15732.8,6756.5,19882.7,12964.3,0,27416,21014.1,10639.7,19401.5,16514.4,19056.8,23809.8,8930.5,21140.2,17100.3,8218.4, 16:0,0.33,117596.7,264717.7,351644.8,311351.3,218881.5,366012.5,346228.4,194952.9,438576.9,463748.4,301370.1,476249.4,324321.2,425971.2,403307,281213.3,520257.1,302913.1,197403.7, 17:0,-0.24,14263.7,24612.9,22401.9,15006.1,9001.5,28941.3,14217.2,11106,33425.8,34869.3,13968.9,20941.1,17662.3,21306.8,19815.2,11573.4,31120.8,24179.5,10113.7
