Class,ChemicalSpecies,MolecularSpecies,LipidCategory,Mass,ChemicalFormula,AdductIon,ScanPolarity,IsobaricClass,PrecursorERRppm,Intensity:Kon A-s.mzXML,Intensity:Sample 1-s.mzXML,Intensity:Sample 2-s.mzXML,Intensity:Sample 3-s.mzXML,Intensity:Sample 4-s.mzXML,Intensity:Sample 5-s.mzXML,Intensity:Sample 6-s.mzXML,Intensity:Sample 7-s.mzXML,Intensity:Sample 8-s.mzXML,Intensity:Sample 9-s.mzXML,Intensity:Sample 10-s.mzXML,Intensity:Sample 11-s.mzXML,Intensity:Sample 12-s.mzXML,Intensity:Sample 13-s.mzXML,Intensity:Sample 14-s.mzXML,Intensity:Sample 15-s.mzXML,Intensity:Sample 16-s.mzXML,Intensity:Sample 17-s.mzXML,Intensity:Sample 18-s.mzXML,FattyAcidComposition,FattyAcidIntensity:Kon A-s.mzXML,FattyAcidIntensity:Sample 1-s.mzXML,FattyAcidIntensity:Sample 2-s.mzXML,FattyAcidIntensity:Sample 3-s.mzXML,FattyAcidIntensity:Sample 4-s.mzXML,FattyAcidIntensity:Sample 5-s.mzXML,FattyAcidIntensity:Sample 6-s.mzXML,FattyAcidIntensity:Sample 7-s.mzXML,FattyAcidIntensity:Sample 8-s.mzXML,FattyAcidIntensity:Sample 9-s.mzXML,FattyAcidIntensity:Sample 10-s.mzXML,FattyAcidIntensity:Sample 11-s.mzXML,FattyAcidIntensity:Sample 12-s.mzXML,FattyAcidIntensity:Sample 13-s.mzXML,FattyAcidIntensity:Sample 14-s.mzXML,FattyAcidIntensity:Sample 15-s.mzXML,FattyAcidIntensity:Sample 16-s.mzXML,FattyAcidIntensity:Sample 17-s.mzXML,FattyAcidIntensity:Sample 18-s.mzXML,FragmentAIdentifier,FragmentAERRppm,FragmentAIntensity:Kon A-s.mzXML,FragmentAIntensity:Sample 1-s.mzXML,FragmentAIntensity:Sample 2-s.mzXML,FragmentAIntensity:Sample 3-s.mzXML,FragmentAIntensity:Sample 4-s.mzXML,FragmentAIntensity:Sample 5-s.mzXML,FragmentAIntensity:Sample 6-s.mzXML,FragmentAIntensity:Sample 7-s.mzXML,FragmentAIntensity:Sample 8-s.mzXML,FragmentAIntensity:Sample 9-s.mzXML,FragmentAIntensity:Sample 10-s.mzXML,FragmentAIntensity:Sample 11-s.mzXML,FragmentAIntensity:Sample 12-s.mzXML,FragmentAIntensity:Sample 13-s.mzXML,FragmentAIntensity:Sample 14-s.mzXML,FragmentAIntensity:Sample 15-s.mzXML,FragmentAIntensity:Sample 16-s.mzXML,FragmentAIntensity:Sample 17-s.mzXML,FragmentAIntensity:Sample 18-s.mzXML,FragmentBIdentifier,FragmentBERRppm,FragmentBIntensity:Kon A-s.mzXML,FragmentBIntensity:Sample 1-s.mzXML,FragmentBIntensity:Sample 2-s.mzXML,FragmentBIntensity:Sample 3-s.mzXML,FragmentBIntensity:Sample 4-s.mzXML,FragmentBIntensity:Sample 5-s.mzXML,FragmentBIntensity:Sample 6-s.mzXML,FragmentBIntensity:Sample 7-s.mzXML,FragmentBIntensity:Sample 8-s.mzXML,FragmentBIntensity:Sample 9-s.mzXML,FragmentBIntensity:Sample 10-s.mzXML,FragmentBIntensity:Sample 11-s.mzXML,FragmentBIntensity:Sample 12-s.mzXML,FragmentBIntensity:Sample 13-s.mzXML,FragmentBIntensity:Sample 14-s.mzXML,FragmentBIntensity:Sample 15-s.mzXML,FragmentBIntensity:Sample 16-s.mzXML,FragmentBIntensity:Sample 17-s.mzXML,FragmentBIntensity:Sample 18-s.mzXML,FragmentCIdentifier,FragmentCERRppm,FragmentCIntensity:Kon A-s.mzXML,FragmentCIntensity:Sample 1-s.mzXML,FragmentCIntensity:Sample 2-s.mzXML,FragmentCIntensity:Sample 3-s.mzXML,FragmentCIntensity:Sample 4-s.mzXML,FragmentCIntensity:Sample 5-s.mzXML,FragmentCIntensity:Sample 6-s.mzXML,FragmentCIntensity:Sample 7-s.mzXML,FragmentCIntensity:Sample 8-s.mzXML,FragmentCIntensity:Sample 9-s.mzXML,FragmentCIntensity:Sample 10-s.mzXML,FragmentCIntensity:Sample 11-s.mzXML,FragmentCIntensity:Sample 12-s.mzXML,FragmentCIntensity:Sample 13-s.mzXML,FragmentCIntensity:Sample 14-s.mzXML,FragmentCIntensity:Sample 15-s.mzXML,FragmentCIntensity:Sample 16-s.mzXML,FragmentCIntensity:Sample 17-s.mzXML,FragmentCIntensity:Sample 18-s.mzXML
TG,TG 47:1,TG 15:0_15:1_17:0,Glycerolipid,808.7380323,H98 C50 O6 N1 ,[M+NH4]+,positive,,-1.03,133103.4,109342.4,189056.1,175247.5,88771.4,252837.4,142923.9,122155.5,223133.9,177405,263126.9,369519.2,193967.8,245894.6,200868.7,215882.8,162354.7,214581.5,215559.6, 15:0_15:1_17:0,16585.6,37658.8,40469.9,30277.2,36900.6,86869.8,63378.3,19327.1,51025.9,42089.8,52409,64263.7,39507.5,50532.2,51576.8,47125.8,61369.2,41950.6,17511.2, 15:0,-0.03,16585.6,24626.9,26198,21960.2,22542.2,59973.8,41780.8,15383.4,36092,25454.5,33805.7,44937.1,26256.8,35756,35844.1,32199.3,44235.1,29275.9,13868.1, 15:1,0.03,0,6761.9,3685.4,2202.4,6559.3,13657.1,11206.3,3943.7,4265.2,6421.3,5665.1,5717.2,4133.4,3951.4,6890.5,6838.7,5278.4,1535.4,3643.2, 17:0,0.56,0,6270,10586.5,6114.6,7799.1,13239,10391.2,0,10668.7,10214,12938.2,13609.4,9117.3,10824.8,8842.2,8087.8,11855.8,11139.3,0
TG,TG 47:1,TG 15:1_16:0_16:0,Glycerolipid,808.7380323,H98 C50 O6 N1 ,[M+NH4]+,positive,,-1.03,133103.4,109342.4,189056.1,175247.5,88771.4,252837.4,142923.9,122155.5,223133.9,177405,263126.9,369519.2,193967.8,245894.6,200868.7,215882.8,162354.7,214581.5,215559.6, 15:1_16:0_16:0,45535.1,63207.8,79756.8,54279.1,57334.3,141847.1,80013.7,45921.9,101617,87977.5,94715.7,124097,80016.5,78891,78167.4,80382.1,110464.5,84723.8,44358.1, 15:1,0.03,0,6761.9,3685.4,2202.4,6559.3,13657.1,11206.3,3943.7,4265.2,6421.3,5665.1,5717.2,4133.4,3951.4,6890.5,6838.7,5278.4,1535.4,3643.2, 16:0,0.42,22767.5,28223,38035.7,26038.4,25387.5,64095,34403.7,20989.1,48675.9,40778.1,44525.3,59189.9,37941.5,37469.8,35638.4,36771.7,52593.1,41594.2,20357.5, 16:0,0.42,22767.5,28223,38035.7,26038.4,25387.5,64095,34403.7,20989.1,48675.9,40778.1,44525.3,59189.9,37941.5,37469.8,35638.4,36771.7,52593.1,41594.2,20357.5
TG,TG 47:1,TG 14:0_16:0_17:1,Glycerolipid,808.7380323,H98 C50 O6 N1 ,[M+NH4]+,positive,,-1.03,133103.4,109342.4,189056.1,175247.5,88771.4,252837.4,142923.9,122155.5,223133.9,177405,263126.9,369519.2,193967.8,245894.6,200868.7,215882.8,162354.7,214581.5,215559.6, 14:0_16:0_17:1,30833,48886.8,66353.3,45499.7,45021,107988.2,68144.1,37153,79024.5,66867.7,71764.6,98812.1,67629.5,67643.7,60557.2,65852.3,94231.5,70455.6,39698.9, 14:0,0.35,0,12470.2,16853.2,12692,12568.5,23481.4,21306.9,9027.7,20142.7,15527.8,18382.6,23947.2,20060.5,18102.3,14478.8,15777.8,22864.2,18512.7,12253.5, 16:0,0.42,22767.5,28223,38035.7,26038.4,25387.5,64095,34403.7,20989.1,48675.9,40778.1,44525.3,59189.9,37941.5,37469.8,35638.4,36771.7,52593.1,41594.2,20357.5, 17:1,0.36,8065.5,8193.6,11464.4,6769.3,7064.9,20411.8,12433.5,7136.2,10206,10561.7,8856.7,15675,9627.4,12071.6,10440,13302.7,18774.3,10348.6,7088
TG,TG 47:1,TG 14:0_16:1_17:0,Glycerolipid,808.7380323,H98 C50 O6 N1 ,[M+NH4]+,positive,,-1.03,133103.4,109342.4,189056.1,175247.5,88771.4,252837.4,142923.9,122155.5,223133.9,177405,263126.9,369519.2,193967.8,245894.6,200868.7,215882.8,162354.7,214581.5,215559.6, 14:0_16:1_17:0,24868,59443.1,76588.6,57794.5,41544.9,109418,77380.1,36101.4,89312.9,78539,86721.1,109734,75023,75521.3,64901.5,65944.7,114163.6,85292.5,43648, 14:0,0.35,0,12470.2,16853.2,12692,12568.5,23481.4,21306.9,9027.7,20142.7,15527.8,18382.6,23947.2,20060.5,18102.3,14478.8,15777.8,22864.2,18512.7,12253.5, 16:1,0.89,24868,40702.9,49148.9,38987.9,21177.2,72697.6,45682,27073.8,58501.6,52797.1,55400.3,72177.4,45845.2,46594.3,41580.5,42079.1,79443.7,55640.4,31394.5, 17:0,0.56,0,6270,10586.5,6114.6,7799.1,13239,10391.2,0,10668.7,10214,12938.2,13609.4,9117.3,10824.8,8842.2,8087.8,11855.8,11139.3,0
TG,TG 47:1,TG 14:0_15:0_18:1,Glycerolipid,808.7380323,H98 C50 O6 N1 ,[M+NH4]+,positive,,-1.03,133103.4,109342.4,189056.1,175247.5,88771.4,252837.4,142923.9,122155.5,223133.9,177405,263126.9,369519.2,193967.8,245894.6,200868.7,215882.8,162354.7,214581.5,215559.6, 14:0_15:0_18:1,24790.9,46184.6,57373.6,45646.2,41599.1,106894.4,76533.5,32997.3,73172.9,56592.9,68551.4,94604.7,60215.6,70228.6,63667.6,62159.7,91620.8,65644.5,26121.5, 14:0,0.35,0,12470.2,16853.2,12692,12568.5,23481.4,21306.9,9027.7,20142.7,15527.8,18382.6,23947.2,20060.5,18102.3,14478.8,15777.8,22864.2,18512.7,12253.5, 15:0,-0.03,16585.6,24626.9,26198,21960.2,22542.2,59973.8,41780.8,15383.4,36092,25454.5,33805.7,44937.1,26256.8,35756,35844.1,32199.3,44235.1,29275.9,13868.1, 18:1,0.52,8205.3,9087.5,14322.4,10994,6488.3,23439.2,13445.7,8586.2,16938.2,15610.5,16363.1,25720.4,13898.4,16370.4,13344.8,14182.6,24521.5,17855.9,0
TG,TG 47:1,TG 14:1_16:0_17:0,Glycerolipid,808.7380323,H98 C50 O6 N1 ,[M+NH4]+,positive,,-1.03,133103.4,109342.4,189056.1,175247.5,88771.4,252837.4,142923.9,122155.5,223133.9,177405,263126.9,369519.2,193967.8,245894.6,200868.7,215882.8,162354.7,214581.5,215559.6, 14:1_16:0_17:0,22767.5,34493,48622.3,32153,33186.7,79602.6,44794.9,20989.1,59344.5,50992.2,57463.6,72799.3,47058.9,48294.6,44480.6,44859.5,64448.8,52733.5,20357.5, 14:1,2.17,0,0,0,0,0,2268.6,0,0,0,0,0,0,0,0,0,0,0,0,0, 16:0,0.42,22767.5,28223,38035.7,26038.4,25387.5,64095,34403.7,20989.1,48675.9,40778.1,44525.3,59189.9,37941.5,37469.8,35638.4,36771.7,52593.1,41594.2,20357.5, 17:0,0.56,0,6270,10586.5,6114.6,7799.1,13239,10391.2,0,10668.7,10214,12938.2,13609.4,9117.3,10824.8,8842.2,8087.8,11855.8,11139.3,0
TG,TG 47:1,TG 13:0_17:0_17:1,Glycerolipid,808.7380323,H98 C50 O6 N1 ,[M+NH4]+,positive,,-1.03,133103.4,109342.4,189056.1,175247.5,88771.4,252837.4,142923.9,122155.5,223133.9,177405,263126.9,369519.2,193967.8,245894.6,200868.7,215882.8,162354.7,214581.5,215559.6, 13:0_17:0_17:1,8065.5,14463.6,22050.9,12883.9,14864.1,41544.2,29845.6,7136.2,20874.6,20775.8,21794.9,36734.5,18744.8,22896.4,19282.2,28368.5,30630.1,27736.5,7088, 13:0,-0.29,0,0,0,0,0,7893.3,7021,0,0,0,0,7450.1,0,0,0,6978,0,6248.6,0, 17:0,0.56,0,6270,10586.5,6114.6,7799.1,13239,10391.2,0,10668.7,10214,12938.2,13609.4,9117.3,10824.8,8842.2,8087.8,11855.8,11139.3,0, 17:1,0.36,8065.5,8193.6,11464.4,6769.3,7064.9,20411.8,12433.5,7136.2,10206,10561.7,8856.7,15675,9627.4,12071.6,10440,13302.7,18774.3,10348.6,7088
TG,TG 47:1,TG 13:0_16:0_18:1,Glycerolipid,808.7380323,H98 C50 O6 N1 ,[M+NH4]+,positive,,-1.03,133103.4,109342.4,189056.1,175247.5,88771.4,252837.4,142923.9,122155.5,223133.9,177405,263126.9,369519.2,193967.8,245894.6,200868.7,215882.8,162354.7,214581.5,215559.6, 13:0_16:0_18:1,30972.8,37310.5,52358.2,37032.4,31875.9,95427.6,54870.5,29575.4,65614,56388.7,60888.4,92360.4,51839.9,53840.2,48983.2,57932.2,77114.6,65698.6,20357.5, 13:0,-0.29,0,0,0,0,0,7893.3,7021,0,0,0,0,7450.1,0,0,0,6978,0,6248.6,0, 16:0,0.42,22767.5,28223,38035.7,26038.4,25387.5,64095,34403.7,20989.1,48675.9,40778.1,44525.3,59189.9,37941.5,37469.8,35638.4,36771.7,52593.1,41594.2,20357.5, 18:1,0.52,8205.3,9087.5,14322.4,10994,6488.3,23439.2,13445.7,8586.2,16938.2,15610.5,16363.1,25720.4,13898.4,16370.4,13344.8,14182.6,24521.5,17855.9,0
TG,TG 47:0,TG 15:0_16:0_16:0,Glycerolipid,810.7545495,H100 C50 O6 N1 ,[M+NH4]+,positive,,0.04,65699.4,132124.5,152711.5,126000.1,61375.8,177669.7,74294.3,57069.5,163798.9,203789.8,134158.5,166716.9,113551.3,144969.1,146664.9,113946.9,118133.1,122629,126184.6, 15:0_16:0_16:0,143729.1,241718.9,280949.1,190688.2,138895.7,381682.2,207040.9,106504.9,353730.9,319594.9,204330.8,226322.9,206831.8,230865.2,220194.8,160379,318003.4,230164.1,109559.7, 15:0,0.25,27899.4,46516.9,59912.4,35922.6,38540.4,78395.8,50770.6,17790.7,63723.3,63856.9,42992.1,42760.9,35623.3,49130.9,47505.5,34660.4,57662.3,44063.9,18682.3, 16:0,0.89,57914.8,97601,110518.3,77382.8,50177.6,151643.2,78135.2,44357.1,145003.8,127869,80669.4,91781,85604.2,90867.1,86344.6,62859.3,130170.6,93050.1,45438.7, 16:0,0.89,57914.8,97601,110518.3,77382.8,50177.6,151643.2,78135.2,44357.1,145003.8,127869,80669.4,91781,85604.2,90867.1,86344.6,62859.3,130170.6,93050.1,45438.7
TG,TG 47:0,TG 15:0_15:0_17:0,Glycerolipid,810.7545495,H100 C50 O6 N1 ,[M+NH4]+,positive,,0.04,65699.4,132124.5,152711.5,126000.1,61375.8,177669.7,74294.3,57069.5,163798.9,203789.8,134158.5,166716.9,113551.3,144969.1,146664.9,113946.9,118133.1,122629,126184.6, 15:0_15:0_17:0,43365.9,74720.5,85928.5,53967.4,52325.8,121470.8,76244,30631.3,98619.6,102455.7,60761,68648,56876.7,74589,69547.5,53400.7,92601.6,68816.2,33340.2, 15:0,0.25,27899.4,46516.9,59912.4,35922.6,38540.4,78395.8,50770.6,17790.7,63723.3,63856.9,42992.1,42760.9,35623.3,49130.9,47505.5,34660.4,57662.3,44063.9,18682.3, 15:0,0.25,27899.4,46516.9,59912.4,35922.6,38540.4,78395.8,50770.6,17790.7,63723.3,63856.9,42992.1,42760.9,35623.3,49130.9,47505.5,34660.4,57662.3,44063.9,18682.3, 17:0,0.33,15466.5,28203.6,26016.1,18044.8,13785.4,43075,25473.4,12840.5,34896.3,38598.8,17769,25887,21253.4,25458.1,22041.9,18740.3,34939.4,24752.3,14658
TG,TG 47:0,TG 14:0_16:0_17:0,Glycerolipid,810.7545495,H100 C50 O6 N1 ,[M+NH4]+,positive,,0.04,65699.4,132124.5,152711.5,126000.1,61375.8,177669.7,74294.3,57069.5,163798.9,203789.8,134158.5,166716.9,113551.3,144969.1,146664.9,113946.9,118133.1,122629,126184.6, 14:0_16:0_17:0,83044.2,145198.7,158500.4,109329.1,75249.9,224031.6,118990,64158.2,210273.7,192088.6,117345.1,134404.4,127043.4,131757,127780.1,96463.2,191657.6,139198.2,70528.4, 14:0,-0.31,9662.9,19394.2,21966,13901.4,11286.9,29313.5,15381.4,6960.5,30373.5,25620.9,18906.7,16736.4,20185.8,15431.7,19393.5,14863.5,26547.7,21395.8,10431.7, 16:0,0.89,57914.8,97601,110518.3,77382.8,50177.6,151643.2,78135.2,44357.1,145003.8,127869,80669.4,91781,85604.2,90867.1,86344.6,62859.3,130170.6,93050.1,45438.7, 17:0,0.33,15466.5,28203.6,26016.1,18044.8,13785.4,43075,25473.4,12840.5,34896.3,38598.8,17769,25887,21253.4,25458.1,22041.9,18740.3,34939.4,24752.3,14658
TG,TG 47:0,TG 14:0_15:0_18:0,Glycerolipid,810.7545495,H100 C50 O6 N1 ,[M+NH4]+,positive,,0.04,65699.4,132124.5,152711.5,126000.1,61375.8,177669.7,74294.3,57069.5,163798.9,203789.8,134158.5,166716.9,113551.3,144969.1,146664.9,113946.9,118133.1,122629,126184.6, 14:0_15:0_18:0,37562.4,73608.6,91995.7,55395.8,54549.8,118055.4,66152,24751.3,103645.7,99558.9,68679.3,67990.2,62009.7,76189.7,66899.1,55481.3,94430.4,76898.1,29114, 14:0,-0.31,9662.9,19394.2,21966,13901.4,11286.9,29313.5,15381.4,6960.5,30373.5,25620.9,18906.7,16736.4,20185.8,15431.7,19393.5,14863.5,26547.7,21395.8,10431.7, 15:0,0.25,27899.4,46516.9,59912.4,35922.6,38540.4,78395.8,50770.6,17790.7,63723.3,63856.9,42992.1,42760.9,35623.3,49130.9,47505.5,34660.4,57662.3,44063.9,18682.3, 18:0,-0.11,0,7697.5,10117.4,5571.8,4722.5,10346.1,0,0,9548.9,10081.1,6780.5,8492.9,6200.5,11627.1,0,5957.3,10220.5,11438.3,0
TG,TG 48:3,TG 16:0_16:1_16:2,Glycerolipid,818.7227781,H96 C51 O6 N1 ,[M+NH4]+,positive,,-0.53,54930.9,56809.4,88689.4,85759,43623.3,113836.4,67795.7,64773.7,79873.9,91597.7,171917.5,255997.7,124799.9,102571.7,85617.9,96545.4,80603.7,99788.8,134972.7, 16:0_16:1_16:2,15590.8,30046.2,33302.2,29157.2,13468.5,38718.1,32629.4,22696.9,42977.1,43669.8,49838.1,74267.2,53603.3,32762,31138.8,39503.7,48088.8,42358.2,31347.1, 16:0,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11852,0,0,0, 16:1,0.04,15590.8,30046.2,33302.2,29157.2,13468.5,38718.1,32629.4,22696.9,42977.1,36338.1,41949.8,61547.1,46666.9,32762,31138.8,27651.7,41970.1,37028.6,25026.4, 16:2,-0.15,0,0,0,0,0,0,0,0,0,7331.7,7888.3,12720.2,6936.5,0,0,0,6118.7,5329.5,6320.6
TG,TG 48:3,TG 16:1_16:1_16:1,Glycerolipid,818.7227781,H96 C51 O6 N1 ,[M+NH4]+,positive,,-0.53,54930.9,56809.4,88689.4,85759,43623.3,113836.4,67795.7,64773.7,79873.9,91597.7,171917.5,255997.7,124799.9,102571.7,85617.9,96545.4,80603.7,99788.8,134972.7, 16:1_16:1_16:1,15590.8,30046.2,33302.2,29157.2,13468.5,38718.1,32629.4,22696.9,42977.1,36338.1,41949.8,61547.1,46666.9,32762,31138.8,27651.7,41970.1,37028.6,25026.4, 16:1,0.04,15590.8,30046.2,33302.2,29157.2,13468.5,38718.1,32629.4,22696.9,42977.1,36338.1,41949.8,61547.1,46666.9,32762,31138.8,27651.7,41970.1,37028.6,25026.4, 16:1,0.04,15590.8,30046.2,33302.2,29157.2,13468.5,38718.1,32629.4,22696.9,42977.1,36338.1,41949.8,61547.1,46666.9,32762,31138.8,27651.7,41970.1,37028.6,25026.4, 16:1,0.04,15590.8,30046.2,33302.2,29157.2,13468.5,38718.1,32629.4,22696.9,42977.1,36338.1,41949.8,61547.1,46666.9,32762,31138.8,27651.7,41970.1,37028.6,25026.4
TG,TG 48:3,TG 14:0_16:1_18:2,Glycerolipid,818.7227781,H96 C51 O6 N1 ,[M+NH4]+,positive,,-0.53,54930.9,56809.4,88689.4,85759,43623.3,113836.4,67795.7,64773.7,79873.9,91597.7,171917.5,255997.7,124799.9,102571.7,85617.9,96545.4,80603.7,99788.8,134972.7, 14:0_16:1_18:2,15590.8,37994.2,40630.8,29157.2,13468.5,48137.5,39880.5,22696.9,53213,42575.6,52431.4,84077.1,55220.9,32762,31138.8,34316.1,51761.3,46806.9,25026.4, 14:0,-0.89,0,0,0,0,0,0,0,0,0,0,0,7742.1,0,0,0,0,0,0,0, 16:1,0.04,15590.8,30046.2,33302.2,29157.2,13468.5,38718.1,32629.4,22696.9,42977.1,36338.1,41949.8,61547.1,46666.9,32762,31138.8,27651.7,41970.1,37028.6,25026.4, 18:2,-0.52,0,7948,7328.6,0,0,9419.4,7251.1,0,10235.9,6237.6,10481.6,14788,8554.1,0,0,6664.5,9791.3,9778.2,0
TG,TG 48:3,TG 14:0_16:2_18:1,Glycerolipid,818.7227781,H96 C51 O6 N1 ,[M+NH4]+,positive,,-0.53,54930.9,56809.4,88689.4,85759,43623.3,113836.4,67795.7,64773.7,79873.9,91597.7,171917.5,255997.7,124799.9,102571.7,85617.9,96545.4,80603.7,99788.8,134972.7, 14:0_16:2_18:1,0,6553.2,0,0,0,0,8759,0,5545.8,14931.7,16404.4,31968.4,16193.7,0,0,6697.3,6118.7,11286.9,6320.6, 14:0,-0.89,0,0,0,0,0,0,0,0,0,0,0,7742.1,0,0,0,0,0,0,0, 16:2,-0.15,0,0,0,0,0,0,0,0,0,7331.7,7888.3,12720.2,6936.5,0,0,0,6118.7,5329.5,6320.6, 18:1,-0.49,0,6553.2,0,0,0,0,8759,0,5545.8,7600,8516.1,11506.1,9257.2,0,0,6697.3,0,5957.3,0
TG,TG 48:3,TG 14:1_16:0_18:2,Glycerolipid,818.7227781,H96 C51 O6 N1 ,[M+NH4]+,positive,,-0.53,54930.9,56809.4,88689.4,85759,43623.3,113836.4,67795.7,64773.7,79873.9,91597.7,171917.5,255997.7,124799.9,102571.7,85617.9,96545.4,80603.7,99788.8,134972.7, 14:1_16:0_18:2,0,7948,7328.6,4988,0,15863.7,7251.1,0,10235.9,12860.9,16628.7,24569.4,14008.7,0,0,18516.5,19284.7,16868,0, 14:1,-0.94,0,0,0,4988,0,6444.3,0,0,0,6623.3,6147.1,9781.4,5454.7,0,0,0,9493.5,7089.8,0, 16:0,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11852,0,0,0, 18:2,-0.52,0,7948,7328.6,0,0,9419.4,7251.1,0,10235.9,6237.6,10481.6,14788,8554.1,0,0,6664.5,9791.3,9778.2,0
TG,TG 48:3,TG 14:1_16:1_18:1,Glycerolipid,818.7227781,H96 C51 O6 N1 ,[M+NH4]+,positive,,-0.53,54930.9,56809.4,88689.4,85759,43623.3,113836.4,67795.7,64773.7,79873.9,91597.7,171917.5,255997.7,124799.9,102571.7,85617.9,96545.4,80603.7,99788.8,134972.7, 14:1_16:1_18:1,15590.8,36599.4,33302.2,34145.2,13468.5,45162.4,41388.4,22696.9,48522.9,50561.4,56613,82834.6,61378.8,32762,31138.8,34349,51463.5,50075.8,25026.4, 14:1,-0.94,0,0,0,4988,0,6444.3,0,0,0,6623.3,6147.1,9781.4,5454.7,0,0,0,9493.5,7089.8,0, 16:1,0.04,15590.8,30046.2,33302.2,29157.2,13468.5,38718.1,32629.4,22696.9,42977.1,36338.1,41949.8,61547.1,46666.9,32762,31138.8,27651.7,41970.1,37028.6,25026.4, 18:1,-0.49,0,6553.2,0,0,0,0,8759,0,5545.8,7600,8516.1,11506.1,9257.2,0,0,6697.3,0,5957.3,0
TG,TG 48:3,TG 10:2_18:1_20:0,Glycerolipid,818.7227781,H96 C51 O6 N1 ,[M+NH4]+,positive,,-0.53,54930.9,56809.4,88689.4,85759,43623.3,113836.4,67795.7,64773.7,79873.9,91597.7,171917.5,255997.7,124799.9,102571.7,85617.9,96545.4,80603.7,99788.8,134972.7, 10:2_18:1_20:0,0,13590,18907.1,32677.9,11067.7,12255.4,19316.3,0,11785.8,17458.3,20919.6,32435.9,21833.3,9730.2,15600.4,27450.6,14090.7,14918.4,0, 10:2,-2.31,0,7036.8,18907.1,32677.9,11067.7,12255.4,10557.3,0,6240,9858.3,12403.5,20929.8,12576.1,9730.2,15600.4,11242.2,14090.7,8961.1,0, 18:1,-0.49,0,6553.2,0,0,0,0,8759,0,5545.8,7600,8516.1,11506.1,9257.2,0,0,6697.3,0,5957.3,0, 20:0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9511.1,0,0,0
TG,TG 48:3,TG 10:2_16:0_22:1,Glycerolipid,818.7227781,H96 C51 O6 N1 ,[M+NH4]+,positive,,-0.53,54930.9,56809.4,88689.4,85759,43623.3,113836.4,67795.7,64773.7,79873.9,91597.7,171917.5,255997.7,124799.9,102571.7,85617.9,96545.4,80603.7,99788.8,134972.7, 10:2_16:0_22:1,0,7036.8,18907.1,32677.9,11067.7,12255.4,10557.3,0,6240,9858.3,12403.5,20929.8,12576.1,9730.2,15600.4,33219.3,14090.7,8961.1,0, 10:2,-2.31,0,7036.8,18907.1,32677.9,11067.7,12255.4,10557.3,0,6240,9858.3,12403.5,20929.8,12576.1,9730.2,15600.4,11242.2,14090.7,8961.1,0, 16:0,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11852,0,0,0, 22:1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10125.1,0,0,0
TG,TG 48:2,TG 16:0_16:0_16:2,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 16:0_16:0_16:2,11050.1,36071.5,34621.8,35371.4,32917.3,58386.1,56189.1,21847.7,41185.8,56074.5,61470.1,100073.4,62976.2,47088.5,44784.1,33097.2,52536,47179,28329.3, 16:0,-0.11,11050.1,36071.5,34621.8,35371.4,32917.3,58386.1,56189.1,21847.7,41185.8,50930.4,53789.5,90980.9,57580.1,47088.5,44784.1,33097.2,52536,43776,28329.3, 16:0,-0.11,11050.1,36071.5,34621.8,35371.4,32917.3,58386.1,56189.1,21847.7,41185.8,50930.4,53789.5,90980.9,57580.1,47088.5,44784.1,33097.2,52536,43776,28329.3, 16:2,-0.9,0,0,0,0,0,0,0,0,0,5144.1,7680.6,9092.5,5396.1,0,0,0,0,3403,0
TG,TG 48:2,TG 16:0_16:1_16:1,Glycerolipid,820.7391411,H98 C51 O6 N1 ,[M+NH4]+,positive,,0.34,155544.4,255810.3,288120.3,275636,252505.1,492478.6,459302.3,277114,275059.8,342606.6,470116,609484.7,347684.8,327219.3,379516.1,400751.2,411266,376824.6,438030.2, 16:0_16:1_16:1,108623.3,216523.3,245307.1,224890.5,189927.7,365317,301194.1,168561.1,261920.1,303879.3,349627.7,560182.2,364560.3,291465,238623.9,218172.1,343465,303543.7,156507.5, 16:0,-0.11,11050.1,36071.5,34621.8,35371.4,32917.3,58386.1,56189.1,21847.7,41185.8,50930.4,53789.5,90980.9,57580.1,47088.5,44784.1,33097.2,52536,43776,28329.3, 16:1,0.08,48786.6,90225.9,105342.6,94759.5,78505.2,153465.5,122502.5,73356.7,110367.2,126474.4,147919.1,234600.7,153490.1,122188.3,96919.9,92537.4,145464.5,129883.8,64089.1, 16:1,0.08,48786.6,90225.9,105342.6,94759.5,78505.2,153465.5,122502.5,73356.7,110367.2,126474.4,147919.1,234600.7,153490.1,122188.3,96919.9,92537.4,145464.5,129883.8,64089.1
